year,quarter,distance,fare_per_mile,itin_fare,itin_id,miles_flown,round_trip,total_covid_cases,total_covid_deaths,total_covid_tests_per_thousand,total_covid_vaccinations,oil_price_per_barrel,cumulative_inflation,inflation_adjusted_itin_fare,inflation_adjusted_fare_per_mile
2018,3,2208.391,0.2590463,395.69733333333335,173571153839.62534,2203.2426666666665,0.5963333333333334,0.0,0.0,0.0,0.0,73.03666666666668,18.43913663213209,402.993650527637,0.26382289011974824
2018,4,2182.7636666666667,0.2639064,417.3706666666667,173246612598.26266,2177.045,0.6173333333333333,0.0,0.0,0.0,0.0,64.33666666666667,18.43913663213209,425.06662141557734,0.26877260616769405
2019,1,2138.288,0.25912213333333334,402.25466666666665,170964129622.708,2133.6233333333334,0.6006666666666667,0.0,0.0,0.0,0.0,60.5,15.996553335203911,408.6893548963347,0.2632671943595318
2019,2,2173.2793333333334,0.27431096666666666,418.27366666666666,175848197819.078,2166.8443333333335,0.5803333333333334,0.0,0.0,0.0,0.0,65.05666666666666,15.996553335203911,424.9646036842113,0.2786989966753813
2019,3,2191.525666666667,0.26108403333333335,404.4836666666667,173325186378.841,2186.307,0.58,0.0,0.0,0.0,0.0,59.73,15.996553335203911,410.95401121371884,0.2652604779975201
2019,4,2172.4021340446816,0.2607971657219073,411.02834278092695,172461243654.95667,2168.7592530843613,0.618539513171057,0.0,0.0,0.0,0.0,60.34,15.99655333520391,417.6033795885025,0.2649690214930478
2020,1,2184.5156666666667,0.24392439999999999,382.22433333333333,161615993870.69467,2178.653333333333,0.602,192079.0,5359.0,4.551,0.0,49.06,14.18434325994376,387.64593447963654,0.2473843074190758
2020,2,2034.54,0.16861256666666666,272.6136666666667,18009980079.819332,2032.09,0.46,2648650.0,127418.0,110.875,0.0,30.293333333333333,14.18434325994376,276.48051249201853,0.17100422519020678
2020,3,2092.595,0.17439256666666667,269.3063333333333,107247450189.13,2090.0196666666666,0.542,7246179.0,205940.0,353.421,0.0,42.03666666666666,14.18434325994376,273.12626680741016,0.17686621069424924
2020,4,2158.8503333333333,0.18197206666666665,294.6546666666667,128767288464.58667,2156.2436666666667,0.58,20217256.0,350555.0,765.271,5702507.0,43.64333333333333,14.18434325994376,298.83414960181096,0.18455322092398802
2021,1,2098.9086666666667,0.18883306666666666,298.6363333333333,128740300015.16766,2095.8236666666667,0.5466666666666666,30577380.0,548380.0,1144.915,172353256.0,59.29666666666666,12.95075886363739,302.5039004742542,0.19127859817854778
2021,2,2258.133,0.20695953333333333,347.90133333333335,163133778509.602,2253.710666666667,0.591,33780270.0,600788.0,1400.983,339220705.0,67.05000000000001,12.95075886363739,352.4069196096713,0.20963981634406423
2021,3,2194.516,0.22090539999999997,361.47566666666665,167939993179.946,2189.97,0.5916666666666667,43537302.0,696943.0,1737.996,402857453.0,71.64999999999999,12.95075886363739,366.1570508607392,0.2237662925670753
2021,4,2180.9796666666666,0.22614949999999998,372.596,170964821619.17633,2177.451666666667,0.6006666666666667,54904598.0,825614.0,2155.384,521096658.0,78.28333333333335,12.95075886363739,377.42140094955585,0.22907830764163215
2022,1,2200.6343333333334,0.23647379999999998,392.59066666666666,166981781002.33566,2196.316333333333,0.583,80238708.0,983294.0,2534.142,567440878.0,96.62,8.2529,395.83067817959994,0.23842539462402
2022,2,2164.838333333333,0.2841328,477.734,176224110123.128,2159.242,0.5823333333333334,87692690.0,1017601.0,2708.533,599160144.0,110.10333333333334,8.2529,481.6766909286,0.28647771958511997
